,uID,Verb,Embedding,Context,Target,Prompt,ModalType,MatTense,MatSubjLemma,MatSubjPer,MatSubjNum,Embedding,genre,factive,mean.noTarget,sd.noTarget,Mean,SD,Reponses,gold_label,vote_count,agreement,mean_vote
1092,SWBD-95,think,negation,"A: That's okay. B: Uh, yeah, this is, the, uh, mutual defense thing was, uh, we, it was complicated,",and I don't think everybody knows the whole situation.,everybody knows the whole situation,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.666666667,1.414213562,"-3, -2, -2, -2, -2, 2, -2, -2, -2",contradiction,9,0.888889,-1.666667
1094,SWBD-97,think,negation,"A: or you know, it doesn't seem that it's going to make much of a difference. B: Uh-huh. It, I mean, I don't know,",I don't think George Bush will make the American people happy with ninety-seven cents a week.,George Bush will make American people happy with ninety-seven cents a week,,present,I,first,singular,negation,SWBD,no,NA,NA,-2.555555556,0.527046277,"-2, -3, -2, -3, -3, -3, -3, -2, -2",contradiction,9,1.000000,-2.555556
1095,SWBD-98,think,negation,"B: Well, I was never there for any sentencing. Uh, I finally got empaneled on one case, uh, on my next to the last day, and, uh, we got into the, uh, jury room to, uh, decide the case, and there was one guy on the jury who announced to everybody that he didn't need to deliberate, because he'd already decided that the guy was, uh, not guilty, and he would never vote for guilty. A: Huh. B: So, uh, they appointed me jury foreman","and I, uh, didn't think that, uh, going in without deliberating allowed us to reach a verdict,",going in without deliberating allowed them to reach a verdict,,past,I,first,singular,negation,SWBD,no,NA,NA,-1.545454545,1.507556723,"-1, -2, -2, 0, -2, -3, 2, -3, -3, -2, -1",contradiction,11,0.818182,-1.545455
1096,SWBD-99,believe,negation,"B: And the tanks came in and, you know, pretty much took care of that. A: Exactly. B: And, A: Yeah, uh, that, personally I don't see as Gorbachev as being maybe a threat, and I think he's actually, honestly trying to do some change. B: Uh-huh. A:","But I don't believe that he, in this first pass around, you know, being the first one to really turn things around or attempt to is going to be allowed to get away with it either.",Gorbachev is going to be allowed to get away with doing some change,,present,I,first,singular,negation,SWBD,no,NA,NA,-1.363636364,1.206045378,"-3, -1, -1, -2, -3, 0, -2, 1, -1, -2, -1",contradiction,11,0.818182,-1.363636
1106,WSJ-110,believe,negation,The notion that tracking is somehow ``undemocratic'' is absurd.  The purpose of education is to encourage young men and women to realize their full academic potential.,No one in his right mind actually believes that we all have an equal academic potential.,we all have an equal academic potential,,present,no one,third,singular,negation,WSJ,no,0.75,2.052872552,-1.733333333,2.313521332,"2, -3, -3, 3, 3, -3, -2, -3, -3, -3, -3, -2, -3, -3, -3",contradiction,15,0.800000,-1.733333
1114,WSJ-120,mean,negation,"Robert Erwin, president of Biosource, called Plant Genetic's approach ``interesting'' and ``novel,'' and ``complementary rather than competitive.'' ``There is a large market out there hungry for hybrid seeds,'' he said.","Mr. Robinson of Delta & Pine, the seed producer in Scott, Miss., said Plant Genetic's success in creating genetically engineered male steriles doesn't automatically mean it would be simple to create hybrids in all crops.",it would be simple to create hybrids in all crops,,present,success,third,singular,negation,WSJ,no,0.666666667,1.302677895,-1.533333333,0.915475416,"-3, -2, 0, -1, -1, -1, -2, -2, 0, -2, -1, -2, -2, -1, -3",contradiction,15,0.866667,-1.533333
1120,WSJ-128,show,modal,"His attorneys claim he was framed by the FBI and New York police as part of a campaign to destroy the black liberation movement of the 1960s. Because the federal Freedom of Information Act wasn't law at that time, the FBI wasn't required to turn over information on its investigations when Mr. Ferguson appealed his conviction in the 1960s.","But in federal court in Manhattan, Judge Patterson said the FBI records could show that Mr. Ferguson's arrest was the result of questionable legal practices.",Mr. Ferguson's arrest was the result of questionable legal practices,EP,future,the FBI records,third,plural,modal,WSJ,no,0.818181818,1.940009372,1.666666667,1.046536237,"0, 3, 3, 2, 2, 2, 3, 1, 1, 1, 1, 0, 1, 3, 2",entailment,15,0.866667,1.666667
1126,WSJ-133,mean,negation,"The trend toward lower rents may seem surprising given that some communities in New York are bemoaning the loss of favorite local businesses to high rents.  But, despite the recent softening, for many of these retailers there's still been too big a jump from the rental rates of the late 1970s, when their leases were signed.","Certainly, the recent drop in prices doesn't mean Manhattan comes cheap.",Manhattan comes cheap,,present,the drop,third,singular,negation,WSJ,no,-2.666666667,0.707106781,-2.133333333,0.743223353,"-3, -2, -1, -2, -3, -2, -3, -2, -3, -1, -2, -3, -2, -1, -2",contradiction,15,1.000000,-2.133333
1131,WSJ-17,demand,negation,"Mr. Steinberg made a $59.7 million profit on the sale to Disney of his investment in the company in 1984. But lawyers said Mr. Steinberg probably faced much more potential liability because, when he sued Disney during his takeover battle, he filed on behalf of all shareholders.","When Disney offered to pay Mr. Steinberg a premium for his shares, the New York investor didn't demand the company also pay a premium to other shareholders.",the company would also pay a premium to other shareholders,,past,the NY investor,third,singular,negation,WSJ,no,0.125,1.246423455,-1.333333333,1.447493729,"-3, -3, -1, 2, -3, -1, 1, -2, -1, -2, -2, -2, -2, -1, 0",contradiction,15,0.800000,-1.333333
1134,WSJ-2,suggest,negation,"The best moments in the show occur at the beginning and the end (and occasionally in the middle), when Mr. Mason slips into his standup mode and starts meting out that old-fashioned Jewish mischief to other people as well as to himself.  But too often, these routines lack spark because this sitcom, like all sitcoms, is timid about confronting Mr. Mason's stock in trade - ethnic differences.",I'm not suggesting that the producers start putting together episodes about topics like the Catholic-Jewish dispute over the Carmelite convent at Auschwitz.,the producers should start putting together episodes about topics like the Catholic-Jewish dispute over the Carmelite convent at Auschwitz,,present,I,first,singular,negation,WSJ,no,0,1.256561725,-2.055555556,1.211329956,"-2, -3, -3, -2, -2, -3, -2, -1, -3, -2, -2, -3, -1, -3, -2, 2, -3, -2",contradiction,18,0.944444,-2.055556
1141,WSJ-30,hope,modal,The FCC effort collapsed. The networks and studios have bickered ever since.,"Network officials involved in the studio talks may hope the foreign influx builds more support in Washington, but that seems unlikely.",the foreign influx will build more support in Washington,EP,present,officials,third,plural,modal,WSJ,no,-0.555555556,1.666666667,-1.533333333,0.915475416,"-3, -2, -1, -3, 0, -1, -1, -2, 0, -1, -2, -2, -2, -2, -1",contradiction,15,0.866667,-1.533333
1142,WSJ-31,believe,question,But what we may not know is just what makes somebody a sucker.  What makes people blurt out their credit-card numbers to a caller they 've never heard of?,Do they really believe that the number is just for verification and is simply a formality on the road to being a grand-prize winner?,the number is just for verification and is simply a formality on the road to being a grand-prize winner,,present,they,third,plural,question,WSJ,no,-2.181818182,1.07871978,-2.533333333,0.915475416,"-3, -3, -3, -3, -3, -2, -3, -3, -2, 0, -1, -3, -3, -3, -3",contradiction,15,0.933333,-2.533333
1148,WSJ-37,expect,negation,The South Korean government is signing a protocol today establishing formal diplomatic relations with Poland. The two are also signing a trade agreement.,"South Korean government officials said they don't expect that Seoul can loan money to Warsaw, but it can ``offer experience.''",Seoul can loan money to Warsaw,,present,they,third,plural,negation,WSJ,no,0.818181818,1.167748416,-2.133333333,1.125462868,"-3, -2, -3, 1, -3, -2, -3, -3, -2, -2, -3, -3, -1, -1, -2",contradiction,15,0.933333,-2.133333
1150,WSJ-39,find,modal,"Most zero-coupon CDs are in maturities of six to nine years, and they usually double in value by maturity.  But investors who bought zero-coupon CDs in the secondary market aren't the only ones who may be surprised to learn the full amount of their investments isn't insured.",People who paid a premium for standard CDs purchased on the secondary market could also find that those premiums aren't insured if the institutions that issued the CDs failed.,those premiums aren't insured if the institutions that issued the CDs failed,EP,present,people,third,plural,modal,WSJ,yes,1.909090909,0.831209415,2,1.414213562,"-1, 1, 3, 3, 3, 2, -2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 3",entailment,18,0.888889,2.000000
1151,WSJ-41,mean,negation,"In finding ``good news'' in Berkeley's new freshman admissions plan (``The Privileged Class,'' editorial, Sept. 20), you're reading the headline but not the story. The plan indeed raises from 40% to 50% the number of freshmen applicants admitted strictly by academic criteria.",But that doesn't mean ``half of the students attending Berkeley'' will be admitted this way.,half of the students attending Berkeley will be admitted this way,,present,that,third,singular,negation,WSJ,no,1.5,1.243163121,-1.666666667,1.046536237,"-2, 0, -3, -2, -2, -1, -2, -2, -3, 0, 0, -1, -3, -2, -2",contradiction,15,0.800000,-1.666667
1156,WSJ-49,think,negation,"By late last night, Globe Managing Editor Thomas Mulvoy, bending to the will of his troops, scrapped the new drawings.  For a few days at least, he says, no pictures or drawings of any kind will adorn the columns.","Trouble was, nobody thought they looked right.",the columns looked right,,past,nobody,third,singular,negation,WSJ,no,-0.181818182,1.834021909,-2.0625,1.52616076,"-3, 1, -3, -3, 1, -3, 0, -1, -3, -3, -1, -3, -3, -3, -3, -3",contradiction,16,0.812500,-2.062500
1159,WSJ-52,understand,modal,"We can not, however, join the political chorus that as one proclaims how offputting it is that Mrs. Thatcher refuses to get along by going along.  It is refreshing to see at least one world figure who knows what she believes in and is not inclined to reflexively compromise those beliefs.","Perhaps Mrs. Thatcher understands better than those distressed at her style that ultimately history and Britain's voters will decide who is right about Europe, sanctioning South Africa or running Britain's economy.",ultimately history and Britain's voters will decide who is right about Europe,EP,present,Mrs Tatcher,third,singular,modal,WSJ,yes,0.3,1.059349905,1.466666667,1.505545305,"3, 3, 0, -1, -2, 2, 2, 1, 2, 1, 1, 2, 3, 3, 2",entailment,15,0.800000,1.466667
1167,WSJ-60,suggest,negation,GM confirmed it received U.S. antitrust clearance to boost its holding. Sansui Electric agreed to sell a 51% stake to Polly Peck of Britain for $110 million.,"Still, analysts said the accord doesn't suggest Japan is opening up to more foreign takeovers.",Japan is opening up to more foreign takeovers,,present,the accord,third,singular,negation,WSJ,no,1.1,0.737864787,-1.2,1.014185106,"-2, -2, -1, -1, 0, -2, -2, -2, -1, -1, 1, -1, 0, -1, -3",contradiction,15,0.800000,-1.200000
1170,WSJ-64,realize,modal,"So who knows? In a generation or two some of the New Crowd may attain true respectability, perhaps to be displaced in turn by a later flock of unscrupulous raptors.","Or perhaps Wall Street, when it has suffered enough, will realize that finance is a service industry, and change its ethos.",finance is a service industry,EP,future,Wall Street,third,singular,modal,WSJ,yes,0.333333333,0.866025404,2.375,0.885061203,"3, 1, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 0, 2, 3, 3",entailment,16,0.937500,2.375000
1173,WSJ-68,know,negation,"After the discarded mural was found outside the school by a concerned Stamford graduate, it eventually was turned over to Hiram Hoelzer, a professional art restorer. Throughout the 1970s, Stamford school and city officials made no effort to locate the mural.","Apparently the officials didn't even know the mural was missing until 1980, when a researcher found that the painting was in Mr. Hoelzer's studio and questioned school officials about it.",the mural was missing,,past,the officials,third,plural,negation,WSJ,yes,0.4,2.796823595,2.555555556,0.615698763,"2, 3, 3, 3, 3, 2, 3, 3, 3, 1, 3, 2, 3, 3, 2, 2, 3, 2",entailment,18,1.000000,2.555556
1174,WSJ-69,think,negation,"``We aren't inclined to prune stock portfolios now,'' says Steven G. Einhorn, chairman of the investment policy committee of Goldman, Sachs & Co. ``Investors should stay with their stocks.''","We expect a choppy and sloppy market for a short period, but we don't think it will be ugly.",it will be ugly,,present,we,first,plural,negation,WSJ,no,0.777777778,1.201850425,-1.0625,0.997914492,"-2, 0, -1, -2, -2, -2, -1, -1, -1, -2, 1, -2, -1, 1, -1, -1",contradiction,16,0.812500,-1.062500
