index,uID,Context,Target,mean_vote
1182,WSJ-80,"Flanked by flight attendants, pilots and gate agents dressed in spiffy new blue uniforms, they said Eastern has exceeded its operational goals and is filling its seats.  Starting next month, Eastern will begin flying 775 flights daily instead of the previously announced 700, they said.","Mr. Bakes declined to give out Eastern's daily losses, but said he didn't expect Eastern would have to dip into the cash from asset sales currently held in escrow.",-1.4
1183,WSJ-81,"Chicago-based Continental earned $65.2 million, or $1.04 a share, compared with $73.6 million, or $1.19 a share, a year earlier.  The 1988 quarter also included one-time gains totaling about $35 million.","The bank, which has loss reserves equal to about half its long-term and medium-term loans to less-developed nations, said it doesn't think additional reserves are required.",-0.5882352941176471
1184,WSJ-83,"This means that no allowance is made for possible increases in output per unit of labor.  In an unrelated program in which the Labor Department does estimate output per employee for more than two-thirds of federal civilian employees, it found an average annual rate of productivity improvement of 1.7% during the 1980s.","Even if it is assumed that productivity rose no more than half as quickly in the rest of the nonbusiness sector, this Labor Department estimate indicates a downward bias in the real GNP estimates of 0.2 percentage point a year, on average.",0.6666666666666666
1185,WSJ-84,"``The Famous Teddy Z,'' which CBS Inc. had hoped would emerge as one of the few bright spots in its otherwise lackluster prime-time schedule, isn't turning out to be the hit the network envisaged.","Although the half-hour situation comedy seen Mondays at 9:30 p.m. Eastern and Pacific time isn't a candidate for cancellation, it is slated for fine-tuning and by next week the network may announce ``Teddy Z'' is moving to 8:30 p.m. from its 9:30 time slot, replacing ``The People Next Door,'' which became the first network show to be canceled this season.",1.3333333333333333
1186,WSJ-85,Your Oct. 4 front page noted that British lawyers have to wear wigs in court and that these wigs are made from horses ' tails.,Do you think the British know something that we don't?,0
1187,WSJ-86,"The Tax Court recently denied business deductions by Mr. and Mrs. Peter S. Rubin of Cherry Hill, N.J., who both were part-time distributors of Amway products in addition to their regular jobs as sales people in other fields.  For 1984, they reported gross income of $1,647 from Amway sales, offset by expenses totaling $16,746 -- including car costs of $6,805 and travel and entertainment costs of $5,088.","The Tax Court didn't believe that the Rubins, who earned $65,619 in their regular jobs, treated the sideline as a real business and derived ``merely incidental elements of recreation and other personal pleasure and benefits'' from it.",-0.5
1188,WSJ-87,"Unfortunately, Japanese manufacturers have neither good working conditions nor good compensation packages.  I get the impression that some Japanese managers believe working harder for less money is beautiful.","I visited a lot of major Japanese manufacturers, but I never felt I would want to be employed by any of them.",-1.3125
1189,WSJ-88,"A bid against Paribas couldn't be ruled out.  France's second-largest government-owned insurance company, Assurances Generales de France, has been building its own Navigation Mixte stake, currently thought to be between 8% and 10%.","Analysts said they don't think it is contemplating a takeover, however, and its officials couldn't be reached.",-0.7058823529411765
1190,WSJ-9,"``A lot of this is going to be code-related,'' says Ignazio J. Ruvolo, a construction law specialist at Bronson, Bronson & McKinnon, a San Francisco law firm.  Plaintiffs, he says, will argue that damaged structures weren't built to proper design standards.","But if defendants can prove that they met San Francisco's stringent building codes, ``that's probably going to protect them,'' Mr. Ruvolo says.",0.5
1191,WSJ-90,A strategic review is fundamentally different. It would be run by the joint chiefs under simple directions: Produce the best possible force for each budget scenario and provide the Secretary of Defense with a comprehensive net assessment of how that force could be used to achieve U.S. goals.,It might be feared that even thinking about lower budgets will hurt national security because the door will be opened to opportunistic budget cutting by an irresponsible Congress.,0.4375
1192,WSJ-91,"Dr. Blumenfeld concedes he didn't fully understand what he was buying. He says that he knew he was getting a zero-coupon CD and that he had previously invested in TIGRs (Treasury Income Growth Receipts), a type of zero-coupon Treasury security sold by Merrill Lynch.","But he says he didn't understand he was buying the CD on the secondary market, and he contends his broker never fully explained the risks.",1.25
1195,WSJ-95,"Across the board, these consumers value quality, buy what they like rather than just what they need, and appreciate products that are distinctive.  Despite their considerable incomes and assets, 40% of the respondents in the study don't feel financially secure, and one-fourth don't feel that they have made it.",Twenty percent don't even feel they are financially well off.,-1
1196,WSJ-96,The Fed has assumed a similar responsibility in the market for government securities.  The stock market is the only major market without a market-maker of unchallenged liquidity or a buyer of last resort.,This does not mean that the Federal Reserve does not already play an important indirect role in the stock market.,0.125
1199,WSJ-99,"``I don't think the market is going through another October '87. I don't think that's the case at all,'' says Mr. Cooperman, a partner at Goldman, Sachs & Co. and chairman of Goldman Sachs Asset Management.","Mr. Cooperman sees this as a good time to pick up bargains, but he doesn't think there's any need to rush.",0.4666666666666667
